Review ID,Rating,Feedback,ShowTime ID
116,60,good characters,1835
117,59,comfortable seats,7639
118,42,bad plot,6485
119,9,uncomfortable seats,3459
120,66,movie was boring,7134
121,90,bad plot,3616
122,47,bad plot,8523
123,3,movie was engaging,887
124,72,movie was engaging,4123
125,38,bad characters,2141
126,61,movie was boring,4875
127,35,movie was boring,6035
128,75,clean theater,328
129,8,movie was engaging,9312
130,79,comfortable seats,9256
131,61,movie was engaging,4251
132,21,movie was predictable,5808
133,72,bad characters,7548
134,15,bad plot,1315
135,68,movie was predictable,8963
136,12,movie was boring,2583
137,30,movie was boring,2667
138,48,movie too long,6828
139,11,comfortable seats,3683
140,33,comfortable seats,8718
141,18,dirty theater,8861
142,57,clean theater,3133
143,27,bad characters,195
144,84,movie was boring,3806
145,30,movie was engaging,2164
146,41,comfortable seats,6008
147,45,movie too long,9444
148,21,bad characters,2833
149,31,dirty theater,7002
150,35,movie was engaging,7114
151,39,clean theater,5
152,31,clean theater,4054
153,63,bad plot,188
154,57,movie was engaging,4337
155,44,good plot,1166
156,38,dirty theater,5829
157,46,uncomfortable seats,4276
158,73,movie was boring,9122
159,87,bad characters,38
160,69,movie was predictable,5223
161,4,uncomfortable seats,6216
162,80,uncomfortable seats,4922
163,87,movie was engaging,1262
164,90,good plot,5077
165,21,bad characters,9616
166,25,movie was boring,2293
167,29,bad characters,8135
168,4,uncomfortable seats,7639
169,41,movie was engaging,6272
170,81,good plot,3350
171,40,movie was boring,2259
172,60,dirty theater,5200
173,51,movie too long,2745
174,41,movie too long,828
175,7,clean theater,5241
176,66,good length film,1710
177,21,comfortable seats,9354
178,40,comfortable seats,2778
179,9,uncomfortable seats,2308
180,23,bad characters,6820
181,79,dirty theater,6775
182,46,dirty theater,7758
183,60,good plot,4299
184,6,clean theater,7814
185,20,comfortable seats,6365
186,40,uncomfortable seats,5703
187,62,clean theater,7805
188,86,bad plot,3286
189,4,good characters,6223
190,2,dirty theater,1555
191,84,bad plot,1759
192,61,good characters,1980
193,54,movie was predictable,2105
194,56,clean theater,958
195,55,movie too long,8074
196,12,movie too long,9695
197,59,good plot,6188
198,40,movie was boring,6737
199,47,dirty theater,8072
200,49,movie was boring,9411
201,15,movie was engaging,210
202,3,comfortable seats,6779
203,85,good characters,7121
204,30,comfortable seats,2810
205,18,good characters,9520
206,86,uncomfortable seats,937
207,34,bad plot,6538
208,44,dirty theater,5037
209,19,comfortable seats,5295
210,35,movie was boring,4545
211,9,good characters,8169
212,3,uncomfortable seats,8057
213,46,good plot,246
214,78,good plot,7244
215,44,good characters,9987
216,45,movie was predictable,3180
217,75,movie was boring,158
218,90,movie was predictable,2790
219,25,movie was boring,494
220,78,movie was predictable,3886
221,79,bad plot,6898
222,63,good plot,2929
223,2,movie was boring,8858
224,9,movie was boring,7236
225,4,good plot,2024
226,58,good plot,6929
227,39,movie was predictable,354
228,80,movie too long,9105
229,52,movie was boring,5617
230,60,uncomfortable seats,7346
231,28,uncomfortable seats,4842
232,46,bad plot,4208
233,88,good characters,3716
234,12,bad characters,2562
235,45,movie was predictable,6256
236,37,bad characters,7963
237,70,clean theater,5176
238,67,dirty theater,1351
239,21,clean theater,4163
240,7,comfortable seats,8850
241,47,dirty theater,5674
242,6,movie too long,5881
243,45,clean theater,8055
244,10,movie was engaging,9014
245,78,movie was engaging,4037
246,82,good length film,3431
247,41,bad plot,9338
248,30,good plot,1056
249,25,movie too long,6141
250,76,bad characters,4575
251,79,good plot,4415
252,36,bad plot,6156
253,51,clean theater,8112
254,77,good length film,6533
255,4,good characters,3266
256,45,bad plot,3321
257,19,movie was predictable,3026
258,37,dirty theater,2001
259,62,good plot,6325
260,4,movie was predictable,5303
261,18,dirty theater,2329
262,31,movie was engaging,6742
263,17,movie was boring,7711
264,52,movie was engaging,9498
265,65,movie was engaging,6094
266,33,bad characters,4482
267,8,bad plot,7825
268,89,bad plot,4142
269,79,good plot,5030
270,45,bad plot,1639
271,53,movie was engaging,4500
272,14,movie too long,4697
273,39,movie was boring,5349
274,55,movie was engaging,6220
275,35,good characters,2526
276,16,movie was engaging,4532
277,89,uncomfortable seats,7302
278,41,movie was predictable,7918
279,54,uncomfortable seats,5121
280,65,movie too long,4210
281,52,bad characters,2242
282,24,dirty theater,7082
283,9,movie was predictable,1676
284,73,movie was boring,6896
285,41,bad characters,9314
286,42,movie too long,6851
287,54,comfortable seats,1974
288,56,good length film,3378
289,10,movie was predictable,7735
290,13,dirty theater,9227
291,50,movie was engaging,3367
292,88,good length film,2742
293,76,movie too long,5744
294,28,bad plot,268
295,81,bad plot,9833
296,53,movie was predictable,1
297,50,good plot,6605
298,71,good plot,4213
299,76,bad plot,5204
300,51,good characters,9026
301,85,bad plot,1883
302,78,good length film,5735
303,15,dirty theater,7590
304,56,comfortable seats,7094
305,83,movie was boring,769
306,88,uncomfortable seats,2162
307,53,bad plot,8058
308,68,bad plot,3826
309,81,bad plot,4810
310,82,dirty theater,9625
311,37,uncomfortable seats,4761
312,31,clean theater,2537
313,18,good characters,2260
314,82,uncomfortable seats,2033
315,68,bad characters,3546
316,3,comfortable seats,8990
317,4,movie was boring,2411
318,25,comfortable seats,9327
319,36,bad plot,2390
320,8,movie too long,2069
321,89,bad plot,6111
322,30,comfortable seats,8549
323,56,good length film,3501
324,84,comfortable seats,2119
325,54,dirty theater,2579
326,8,good characters,6135
327,31,comfortable seats,2027
328,35,bad characters,999
329,75,good characters,5301
330,54,bad plot,4381
331,13,uncomfortable seats,1138
332,24,clean theater,9549
333,48,movie too long,2271
334,40,bad characters,9859
335,5,movie was engaging,1171
336,77,good characters,1319
337,5,good characters,7742
338,72,movie was predictable,2647
339,74,comfortable seats,3322
340,73,dirty theater,5516
341,75,dirty theater,5292
342,35,comfortable seats,1858
343,45,comfortable seats,9308
344,3,dirty theater,5390
345,60,movie was boring,7612
346,54,bad plot,1104
347,45,good length film,8439
348,48,bad plot,6269
349,54,dirty theater,8793
350,34,comfortable seats,7850
351,15,bad plot,5536
352,9,movie was predictable,7886
353,26,movie too long,1622
354,31,bad characters,2431
355,45,bad plot,7779
356,20,good plot,1872
357,30,movie was boring,6212
358,26,movie was engaging,635
359,88,bad characters,306
360,10,movie too long,2697
361,13,good length film,3018
362,16,good characters,3395
363,67,movie was predictable,8931
364,43,good plot,9250
365,43,bad plot,935
366,47,movie was boring,7625
367,34,bad characters,8693
368,40,good length film,8213
369,60,uncomfortable seats,5951
370,27,movie too long,7018
371,12,movie was boring,8025
372,82,movie was predictable,873
373,79,bad characters,8638
374,46,movie too long,1943
375,26,movie was predictable,8073
376,82,bad plot,3995
377,18,comfortable seats,1543
378,76,good plot,1016
379,60,movie was engaging,5601
380,28,uncomfortable seats,740
381,75,good characters,5957
382,28,bad plot,4659
383,81,good characters,1211
384,37,comfortable seats,7067
385,42,movie was boring,8650
386,50,movie too long,8481
387,80,movie was predictable,471
388,31,clean theater,9828
389,63,dirty theater,7457
390,51,dirty theater,1475
391,26,clean theater,1118
392,14,clean theater,3386
393,22,movie was boring,4464
394,72,movie too long,5222
395,38,movie was boring,2707
396,30,clean theater,4315
397,48,good plot,1880
398,30,movie was engaging,4394
399,53,bad plot,8794
400,78,movie too long,969
401,19,comfortable seats,9408
402,78,good plot,2691
403,84,good plot,4679
404,66,dirty theater,4343
405,63,movie was predictable,8657
406,69,movie was engaging,5226
407,10,dirty theater,3021
408,21,bad plot,1326
409,33,movie was engaging,2884
410,26,movie was boring,6392
411,16,good length film,7145
412,74,movie was predictable,1315
413,3,movie was predictable,4189
414,38,dirty theater,2270
415,37,movie was boring,9096
416,41,good characters,1971
417,83,good length film,628
418,81,movie was predictable,392
419,56,good characters,3504
420,67,movie too long,1907
421,72,dirty theater,7070
422,48,movie too long,3828
423,32,good length film,6153
424,79,movie too long,253
425,90,good length film,9991
426,66,good characters,6670
427,34,movie too long,6163
428,6,bad characters,7717
429,59,movie too long,3243
430,66,bad characters,8340
431,22,bad characters,6797
432,8,good length film,9256
433,28,dirty theater,4116
434,78,good characters,8769
435,48,uncomfortable seats,4765
436,13,movie was boring,6488
437,86,movie was predictable,9051
438,74,good plot,5484
439,19,movie was predictable,9835
440,89,movie was predictable,6746
441,13,uncomfortable seats,9385
442,26,good characters,1269
443,52,clean theater,9415
444,17,good characters,1138
445,16,clean theater,5755
446,69,movie was boring,8151
447,79,clean theater,8529
448,64,good characters,708
449,56,good plot,1266
450,64,bad plot,2259
451,61,bad characters,835
452,46,movie too long,4761
453,79,comfortable seats,48
454,15,movie too long,7733
455,2,movie was predictable,5762
456,77,movie was predictable,4694
457,3,good length film,2167
458,7,clean theater,122
459,70,clean theater,2636
460,43,bad characters,3675
461,64,uncomfortable seats,1534
462,89,good characters,5719
463,70,good length film,9581
464,58,movie was engaging,1006
465,18,comfortable seats,2901
466,89,movie was engaging,7512
467,27,movie was predictable,5858
468,2,comfortable seats,7352
469,20,movie was predictable,9747
470,50,dirty theater,4610
471,61,good plot,4123
472,12,movie too long,857
473,88,movie too long,1528
474,47,uncomfortable seats,5168
475,36,movie was engaging,1826
476,76,movie was predictable,7612
477,9,good length film,1301
478,33,movie too long,940
479,18,good characters,9144
480,44,movie too long,3888
481,24,movie too long,453
482,80,good length film,2981
483,29,clean theater,5128
484,36,bad characters,8638
485,2,clean theater,3867
486,47,bad characters,9645
487,73,bad plot,658
488,26,comfortable seats,3260
489,57,good plot,9239
490,59,comfortable seats,2447
491,7,movie too long,6342
492,28,good length film,7667
493,17,uncomfortable seats,5733
494,84,good plot,2366
495,39,good plot,3706
496,76,movie was engaging,405
497,15,good length film,1332
498,7,movie was predictable,8723
499,36,good characters,3685
500,88,clean theater,8394
501,56,comfortable seats,9885
502,61,bad characters,9698
503,86,uncomfortable seats,9
504,6,bad plot,9433
505,80,good characters,7125
506,84,movie was boring,1795
507,24,movie was predictable,3442
508,73,clean theater,3726
509,72,movie was boring,6402
510,55,uncomfortable seats,1878
511,85,good plot,9306
512,40,movie was boring,566
513,82,clean theater,6743
514,88,clean theater,9156
515,71,movie was boring,2017
516,62,movie too long,3443
517,22,movie was boring,1115
518,21,bad plot,4500
519,26,movie was predictable,6487
520,54,comfortable seats,1567
521,9,bad characters,6736
522,88,movie was engaging,6736
523,3,bad characters,2465
524,66,good plot,6515
525,50,comfortable seats,4462
526,68,bad plot,338
527,81,uncomfortable seats,1344
528,46,good length film,2310
529,86,bad characters,5404
530,84,good plot,1036
531,87,bad characters,3455
532,59,good plot,7435
533,82,good characters,6210
534,24,clean theater,6122
535,3,comfortable seats,4428
536,30,clean theater,4854
537,32,good characters,4641
538,59,uncomfortable seats,9539
539,34,movie was boring,5641
540,79,good plot,3394
541,21,good characters,9856
542,30,good plot,8286
543,21,movie too long,7205
544,59,movie was predictable,1891
545,45,movie was boring,9505
546,82,bad characters,932
547,4,dirty theater,5671
548,2,dirty theater,2870
549,28,movie too long,6296
550,24,comfortable seats,3209
551,39,good characters,9241
552,82,movie was engaging,1009
553,77,movie was engaging,5509
554,86,dirty theater,4879
555,89,movie was engaging,3432
556,12,good plot,6844
557,39,comfortable seats,326
558,69,movie was engaging,6756
559,54,good length film,1883
560,40,good length film,6404
561,31,bad plot,3718
562,42,bad characters,6419
563,77,movie was predictable,1751
564,54,bad characters,2911
565,13,clean theater,2903
566,50,dirty theater,4838
567,5,bad characters,5414
568,7,good length film,3445
569,24,good characters,7029
570,48,dirty theater,7720
571,17,good plot,9856
572,81,good plot,72
573,29,clean theater,7584
574,60,bad characters,2706
575,17,movie was engaging,9795
576,76,bad characters,3002
577,55,movie was engaging,7418
578,61,movie was engaging,6837
579,66,bad characters,8192
580,63,clean theater,9980
581,75,good plot,7875
582,30,comfortable seats,7463
583,42,uncomfortable seats,4706
584,29,movie was engaging,4305
585,33,movie was boring,6287
586,77,uncomfortable seats,9863
587,45,movie was boring,2125
588,74,movie was predictable,350
589,28,good plot,274
590,37,bad characters,4179
591,44,movie was boring,1763
592,57,good plot,1799
593,2,uncomfortable seats,7595
594,77,good plot,3921
595,53,movie too long,3612
596,22,clean theater,5915
597,14,good length film,5029
598,31,good characters,9566
599,90,movie was engaging,5994
600,29,movie was predictable,4487
601,61,uncomfortable seats,371
602,53,uncomfortable seats,6141
603,79,good plot,2367
604,75,bad characters,1041
605,52,good length film,9576
606,27,bad plot,9380
607,32,movie was boring,8487
608,58,uncomfortable seats,8404
609,68,movie too long,2025
610,3,good characters,3446
611,77,uncomfortable seats,3224
612,72,movie too long,1921
613,17,movie was predictable,9472
614,58,dirty theater,5439
615,9,movie was boring,6147
616,65,clean theater,2804
617,61,dirty theater,9296
618,52,bad plot,8202
619,76,uncomfortable seats,7309
620,76,bad characters,6111
621,70,movie was boring,5819
622,49,dirty theater,3258
623,23,uncomfortable seats,6579
624,13,bad characters,4602
625,87,movie was predictable,5638
626,68,bad characters,224
627,27,bad characters,3758
628,85,good length film,1666
629,25,movie was engaging,2683
630,40,good characters,4598
631,78,movie too long,7094
632,59,movie too long,2447
633,42,bad characters,6881
634,5,dirty theater,4388
635,10,movie was boring,9229
636,58,clean theater,2324
637,39,good length film,8904
638,28,bad characters,4448
639,7,bad characters,7413
640,39,clean theater,6219
641,61,movie was boring,2590
642,36,good characters,8167
643,55,uncomfortable seats,3540
644,47,uncomfortable seats,4309
645,78,bad characters,4674
646,55,comfortable seats,9051
647,12,movie was engaging,3656
648,71,dirty theater,1350
649,33,movie was boring,2547
650,63,movie was boring,7537
651,86,bad characters,831
652,20,movie was engaging,8005
653,80,movie was predictable,386
654,4,movie was engaging,1129
655,85,bad plot,3819
656,34,good plot,6732
657,35,movie was boring,2312
658,37,movie too long,3748
659,89,uncomfortable seats,7318
660,59,movie was predictable,8108
661,41,good plot,8977
662,9,movie was predictable,9359
663,40,comfortable seats,9866
664,70,bad characters,7211
665,9,movie was boring,7311
666,25,movie was engaging,3682
667,20,uncomfortable seats,5908
668,84,movie was engaging,8827
669,38,bad plot,7573
670,29,comfortable seats,6664
671,21,good plot,8197
672,46,movie was boring,4044
673,82,clean theater,4480
674,76,movie too long,9117
675,83,comfortable seats,3433
676,65,good length film,6614
677,32,movie was predictable,5784
678,83,bad characters,2866
679,40,movie was boring,313
680,17,good plot,2130
681,52,movie was predictable,8234
682,50,bad characters,6836
683,11,movie was predictable,1179
684,71,bad plot,5402
685,45,bad plot,7277
686,26,bad characters,1463
687,86,movie was engaging,8749
688,88,good plot,7697
689,57,clean theater,8861
690,2,bad plot,4341
691,57,bad plot,2332
692,18,bad plot,4668
693,42,movie was boring,1227
694,53,clean theater,6606
695,21,movie too long,6949
696,72,movie too long,4184
697,88,bad plot,694
698,25,dirty theater,9477
699,84,clean theater,7670
700,52,comfortable seats,3158
701,2,clean theater,1224
702,69,uncomfortable seats,8671
703,52,movie was predictable,7283
704,53,dirty theater,9700
705,70,bad plot,8462
706,19,good plot,2859
707,9,movie was engaging,5570
708,12,bad plot,5007
709,31,uncomfortable seats,3050
710,11,movie was engaging,1071
711,36,uncomfortable seats,1944
712,72,bad characters,4981
713,57,movie was engaging,4029
714,19,good characters,356
715,47,good length film,477
716,83,movie was boring,7183
717,62,uncomfortable seats,6633
718,80,good length film,5295
719,29,clean theater,2839
720,66,good characters,8438
721,46,bad characters,2276
722,85,movie was boring,6464
723,75,good characters,8404
724,35,uncomfortable seats,7832
725,5,movie was boring,8225
726,46,bad plot,6280
727,73,movie was engaging,4310
728,50,movie too long,327
729,54,dirty theater,863
730,80,bad plot,3821
731,39,clean theater,5294
732,6,movie was boring,7130
733,21,comfortable seats,1372
734,48,bad characters,2002
735,44,uncomfortable seats,4175
736,85,good characters,4736
737,32,movie was boring,990
738,58,good plot,4720
739,15,movie too long,8532
740,72,bad plot,4053
741,15,good length film,5674
742,39,good plot,710
743,60,movie was boring,683
744,21,movie too long,8899
745,65,comfortable seats,4189
746,57,movie was predictable,5737
747,34,movie was engaging,8735
748,10,good characters,9510
749,34,movie was engaging,6115
750,37,comfortable seats,7393
751,41,good plot,706
752,34,movie was engaging,3221
753,74,movie was engaging,904
754,74,bad plot,1588
755,51,bad characters,4185
756,52,movie too long,2482
757,53,good length film,9654
758,21,good plot,711
759,17,movie was engaging,6146
760,51,movie was predictable,5799
761,86,comfortable seats,1844
762,50,bad characters,4514
763,39,uncomfortable seats,3103
764,58,movie was predictable,5472
765,20,movie was boring,1678
766,47,bad characters,7664
767,9,movie too long,7364
768,24,good characters,978
769,3,movie was boring,6826
770,83,dirty theater,2431
771,44,movie too long,5600
772,38,comfortable seats,371
773,80,dirty theater,169
774,41,good characters,1362
775,42,bad plot,7456
776,36,good length film,8496
777,4,good length film,6812
778,38,movie was boring,4599
779,49,good plot,4320
780,43,comfortable seats,8311
781,80,uncomfortable seats,5446
782,66,uncomfortable seats,5287
783,31,clean theater,5070
784,90,clean theater,1354
785,8,good characters,1574
786,78,bad characters,5047
787,66,movie was boring,650
788,52,bad plot,8022
789,83,bad plot,1763
790,6,comfortable seats,9843
791,56,movie was engaging,13
792,32,uncomfortable seats,4655
793,18,movie was engaging,7170
794,4,bad characters,582
795,32,dirty theater,3819
796,69,movie was predictable,7183
797,57,movie was engaging,9028
798,70,movie was predictable,874
799,57,good length film,428
800,18,movie was engaging,552
801,24,movie too long,8798
802,74,good plot,732
803,62,good length film,9094
804,6,clean theater,7258
805,20,good length film,1269
806,71,uncomfortable seats,9052
807,73,bad characters,9679
808,77,good length film,6037
809,43,good characters,942
810,47,dirty theater,50
811,38,movie was predictable,4011
812,24,good characters,3344
813,53,movie was boring,3157
814,23,comfortable seats,5513
815,46,uncomfortable seats,4310
816,10,movie was boring,6467
817,9,bad characters,4089
818,28,movie too long,3731
819,86,good length film,1229
820,84,movie was engaging,416
821,49,good length film,821
822,32,good plot,2133
823,54,good plot,7588
824,58,uncomfortable seats,2790
825,21,movie was boring,8334
826,82,movie too long,8634
827,26,movie too long,6409
828,53,good plot,7047
829,36,good characters,5294
830,32,bad characters,8136
831,33,clean theater,3397
832,32,movie was predictable,9040
833,20,dirty theater,7984
834,38,movie was boring,5120
835,68,good plot,8281
836,76,movie was predictable,3150
837,2,bad characters,3045
838,22,good characters,8350
839,68,movie was engaging,1314
840,58,bad characters,7065
841,13,bad plot,2063
842,35,movie was engaging,2906
843,11,dirty theater,7271
844,74,bad characters,6501
845,78,movie was engaging,4846
846,42,uncomfortable seats,5460
847,56,dirty theater,3329
848,85,comfortable seats,7539
849,74,bad plot,596
850,43,bad characters,9316
851,34,uncomfortable seats,7039
852,2,good characters,2758
853,18,dirty theater,1340
854,74,bad characters,9021
855,36,good plot,628
856,52,movie was engaging,2952
857,50,movie too long,5216
858,70,movie was predictable,5447
859,82,movie was boring,6827
860,65,clean theater,9626
861,50,clean theater,9263
862,14,movie was boring,1081
863,27,uncomfortable seats,1908
864,68,good length film,2106
865,81,movie was predictable,6973
866,30,bad plot,8615
867,72,movie too long,7069
868,64,bad plot,2998
869,85,good plot,3377
870,61,good plot,3144
871,64,bad characters,6615
872,6,good plot,2607
873,4,movie too long,5113
874,83,clean theater,4966
875,83,dirty theater,1244
876,66,bad characters,6354
877,70,movie was engaging,8238
878,84,movie was boring,5186
879,73,good plot,3352
880,41,good plot,7936
881,90,movie was predictable,3472
882,55,good plot,6987
883,40,movie was predictable,2078
884,71,movie was boring,8073
885,33,clean theater,5995
886,84,comfortable seats,3636
887,29,movie was boring,7666
888,65,good characters,958
889,81,good characters,5389
890,67,uncomfortable seats,689
891,64,movie was predictable,1777
892,44,clean theater,7682
893,90,dirty theater,290
894,89,movie too long,5064
895,21,good length film,5791
896,30,comfortable seats,171
897,35,bad plot,1515
898,84,dirty theater,2105
899,89,clean theater,3352
900,6,clean theater,8483
901,10,comfortable seats,4483
902,53,bad characters,7497
903,90,movie was boring,9926
904,25,comfortable seats,5035
905,45,good length film,1567
906,60,good length film,2922
907,28,good characters,2626
908,51,good plot,2684
909,32,good characters,4933
910,72,movie was predictable,4884
911,26,movie was boring,8017
912,69,dirty theater,5324
913,66,movie too long,5927
914,52,dirty theater,2379
915,25,movie too long,3995
916,80,dirty theater,8260
917,7,movie too long,2410
918,58,good characters,8231
919,12,uncomfortable seats,7991
920,51,movie was engaging,2300
921,15,bad characters,19
922,23,bad plot,9982
923,83,good characters,5473
924,29,movie was predictable,783
925,90,dirty theater,5287
926,40,dirty theater,2959
927,60,bad plot,6521
928,81,good length film,6110
929,19,bad plot,3473
930,12,movie was boring,9188
931,62,bad characters,6994
932,35,clean theater,3677
933,12,movie was engaging,5219
934,31,bad characters,1862
935,19,uncomfortable seats,8375
936,62,movie was predictable,235
937,66,comfortable seats,8695
938,41,comfortable seats,6526
939,8,movie was engaging,329
940,30,good length film,8601
941,55,clean theater,3552
942,9,clean theater,153
943,44,movie was predictable,7761
944,2,comfortable seats,5081
945,66,dirty theater,8424
946,74,bad plot,1816
947,57,bad plot,1226
948,84,movie was predictable,8035
949,31,uncomfortable seats,20
950,81,movie was boring,7489
951,3,bad plot,2846
952,10,good length film,4454
953,83,movie too long,8093
954,14,comfortable seats,1676
955,14,bad plot,1510
956,32,bad characters,4273
957,79,movie was boring,3919
958,49,uncomfortable seats,7929
959,72,dirty theater,4638
960,67,good plot,9160
961,58,bad plot,412
962,83,comfortable seats,9194
963,78,movie was engaging,1539
964,10,good plot,7220
965,69,comfortable seats,5751
966,59,good plot,6295
967,27,good length film,9178
968,52,movie was boring,6155
969,56,good length film,5800
970,43,bad characters,8952
971,52,uncomfortable seats,2095
972,51,movie was boring,3056
973,26,bad characters,2348
974,84,dirty theater,4896
975,82,movie was predictable,4591
976,88,movie was boring,7573
977,86,bad plot,8299
978,38,comfortable seats,1650
979,60,uncomfortable seats,9745
980,26,dirty theater,4740
981,37,clean theater,4421
982,43,good characters,7984
983,75,movie was predictable,638
984,32,dirty theater,1204
985,57,movie was engaging,2031
986,13,dirty theater,2926
987,63,movie was engaging,3839
988,44,dirty theater,9417
989,69,bad characters,3829
990,23,movie was boring,2264
991,47,movie was engaging,8238
992,60,clean theater,5741
993,40,movie was boring,3622
994,60,bad plot,8594
995,74,dirty theater,8708
996,50,bad characters,7296
997,73,good length film,6898
998,77,movie was boring,1883
999,14,bad plot,8455
1000,30,dirty theater,6247
1001,20,movie too long,5209
1002,68,bad characters,560
1003,27,good length film,9991
1004,9,good length film,2933
1005,90,uncomfortable seats,1209
1006,83,movie was predictable,7122
1007,68,movie was predictable,6568
1008,21,movie too long,5950
1009,8,movie was engaging,1706
1010,27,movie was boring,9640
1011,85,good length film,9226
1012,82,uncomfortable seats,8203
1013,60,bad plot,9973
1014,49,movie was engaging,9828
1015,20,clean theater,7874
1016,73,movie was engaging,2093
1017,20,good characters,5448
1018,83,movie was predictable,7759
1019,31,comfortable seats,6602
1020,4,movie too long,6638
1021,25,good plot,7522
1022,64,movie too long,6895
1023,44,good characters,3580
1024,57,movie too long,5186
1025,82,movie was engaging,7460
1026,62,movie was predictable,4689
1027,63,clean theater,2234
1028,6,good plot,4896
1029,22,good length film,6806
1030,10,movie was predictable,4803
1031,19,comfortable seats,8325
1032,19,comfortable seats,1912
1033,30,uncomfortable seats,9742
1034,14,good plot,4573
1035,35,bad characters,490
1036,18,movie too long,5673
1037,39,good length film,3137
1038,48,movie was engaging,2605
1039,53,comfortable seats,3732
1040,14,comfortable seats,7671
1041,52,movie too long,6351
1042,21,good plot,1788
1043,30,clean theater,7040
1044,54,good characters,5694
1045,26,movie was predictable,5609
1046,39,movie was engaging,6589
1047,83,dirty theater,2617
1048,23,movie was engaging,4133
1049,46,comfortable seats,6245
1050,40,good characters,8797
1051,11,movie was boring,4862
1052,85,good plot,8953
1053,87,movie was boring,6548
1054,7,comfortable seats,6109
1055,2,movie too long,8902
1056,18,bad characters,9257
1057,21,movie too long,8611
1058,28,uncomfortable seats,7327
1059,89,clean theater,1755
1060,37,clean theater,3121
1061,11,comfortable seats,4001
1062,13,movie was boring,7864
1063,49,movie was engaging,6726
1064,68,bad plot,264
1065,28,good plot,8864
1066,61,comfortable seats,5049
1067,87,uncomfortable seats,2710
1068,22,movie was predictable,3488
1069,36,clean theater,365
1070,29,uncomfortable seats,1929
1071,81,good length film,8128
1072,6,uncomfortable seats,5677
1073,20,dirty theater,7856
1074,77,good characters,3951
1075,37,good length film,4468
1076,84,clean theater,6408
1077,49,bad characters,113
1078,44,uncomfortable seats,8557
1079,9,uncomfortable seats,2315
1080,59,movie was boring,6427
1081,46,movie was boring,9724
1082,64,movie too long,878
1083,34,bad plot,5166
1084,46,bad characters,1803
1085,13,good characters,5102
1086,2,clean theater,3773
1087,5,bad plot,6853
1088,74,good characters,6725
1089,20,movie too long,1040
1090,38,bad characters,1973
1091,16,good length film,3998
1092,16,bad characters,9128
1093,37,movie was boring,953
1094,69,good length film,4314
1095,68,good plot,7425
1096,86,comfortable seats,5539
1097,15,clean theater,2220
1098,35,clean theater,1497
1099,26,movie was engaging,1941
